BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet
05G15;Askanier-Grundschule;13583;Borkzeile 34;36753860;367538622;t.berlin@askanier-gs.de;http://www.askanier-gs.de
05G16;Zeppelin-Grundschule;13591;Heidebergplan 3-4;36709510;367095123;info@zeppelin-gs.de;http://www.zeppelin-gs.de
05G17;Astrid-Lindgren-Grundschule;13591;Sdekumzeile 5;3758620;37586222;sekretariat@lindgren.schule.berlin.de;http://www.lindgrenschule.de
05G18;Grundschule im Beerwinkel;13589;Im Spektefeld 31;308322660;3738436;schulleitung@beerwinkel.de;http://www.beerwinkel.berlin
05G19;Grundschule am Ritterfeld;14089;Schallweg 31;36500100;365001021;schule@ritterfeld.berlin;http://www.grundschuleamritterfeld.de
05G20;Carl-Schurz-Grundschule;13587;Hakenfelder Str. 32;35599010;355990110;sekretariat@05g20.schule.berlin.de;http://www.carl-schurz-grundschule.de
05G21;Paul-Moor-Grundschule;13595;Adamstr. 24-25;36992071;36992070;sekretariat@05G21.schule.berlin.de;http://www.paulmoor-gs.de
05G22;Christian-Morgenstern-Grundschule;13593;R䣫nitzer Steig 12;3647930;36479320;christian-morgenstern-gs.cids@t-online.de;http://www.christian-morgenstern-grundschule.de
05G23;Grundschule am Brandwerder;13591;Spandauer Str. 86;36709520;367095210;sekretariat@brandwerder.de;http://www.brandwerder.de
05G24;Grundschule am Windmhlenberg;14089;Am Kinderdorf 23;36208550;362085526;sekretariat@windmuehlenberg.schule.berlin.de;http://www.schuleamwindmuehlenberg.de
05G25;Grundschule am Wasserwerk;13589;Pionierstr. 197;3083246;30832470;sekretariat@05G25-05S04.schule.berlin.de;
05G26;Grundschule am Amalienhof;13593;Weinmeisterhornweg 120-122;36208510;362085127;buero@amalienhof.schule.berlin.de;http://gsamalienhof.de
05G27;Peter-H䲴ling-Grundschule;13585;Flankenschanze 20;3537230;35372324;sekretariat@peter-haertling.schule.berlin.de;http://www.peter-haertling-gs.de
05G28;Grundschule an der Pulvermhle;13599;Grtzmacherweg 7;33776567;33776573;sekretariat@gs-pulvermuehle.de;http://www.gs-pulvermuehle.de
05G29;Mary-Poppins-Grundschule;14089;Am Flugplatz Gatow 20;3699633;36996349;mary-poppins-grundschule@arcor.de;
05G30;Birken-Grundschule;13585;Hgelschanze 8;437287910;437287911;sekretariat@05G30.schule.berlin.de;
05K01;Martin-Buber-Oberschule (Integrierte Sekundarschule);13589;Im Spektefeld 33;3758640;37586464;info@martin-buber-oberschule.de;http://www.martin-buber-oberschule.de
05K02;Carlo-Schmid-Oberschule (Integrierte Sekundarschule);13581;Lutoner Str. 15-19;3519530;35195355;h.vahl@carlo-schmid.schule;http://www.carlo-schmid-oberschule.de
05K03;Bertolt-Brecht-Oberschule (Integrierte Sekundarschule);13595;Wilhelmstr. 10;3308990;33089966;sekretariat@brecht-oberschule.de;http://www.brecht-oberschule.de
05K04;Heinrich-B__Oberschule (Integrierte Sekundarschule);13587;Am Forstacker 9/11;3350070;33500717;hbo@boell-schule.de;http://www.boell-schule.de
05K05;B.-Traven-Gemeinschaftsschule;13583;Recklinghauser Weg 26;375865100;375865226;sekretariat@btg.schule.berlin.de;http://www.btg.schule
05K06;Wolfgang-Borchert-Schule (Integrierte Sekundarschule);13585;Blumenstr. 13;3559280;35592818;sekretariat@05K06.schule.berlin.de;http://borchertschule-spandau.de
05K07;Schule an der Jungfernheide (Integrierte Sekundarschule);13629;Lenther Steig 1-3;3839260;38392622;info@schule-an-der-jungfernheide.de;http://www.schule-an-der-jungfernheide.de
05K08;Schule an der Haveldne (Integrierte Sekundarschule);13595;Jaczostr. 53-67;3650973;36509740;Sekretariat@havelduene.berlin;http://havelduene.berlin/
05K09;Schule am Staakener Kleeblatt (Integrierte Sekundarschule);13591;Brunsbtteler Damm 431-437;3640330;364033111;staakener.kleeblatt@gmail.com;http://www.schuleamstaakenerkleeblatt.de
05P01;Freie Waldorfschule Havelh__- Eugen Kolisko;14089;Neukladower Allee 1;369924620;369924629;schule@havelhoehe.net;http://www.havelhoehe.net
05P02;Katholische Schule Bernhard Lichtenberg (Grundschule);13585;Hohenzollernring 159;3332010;35303736;sekretariat@ksbl.schulerzbistum.de;http://www.ksbl.de
05P03;Evangelische Schule Spandau im Johannesstift;13587;Sch__lder Allee 26, Haus 27;35599050;35599054;info@ev-schule-spandau.de;http://www.ev-schule-spandau.de
05P04;August Hermann Francke Schule;13587;Sch__lder Allee 26;33609329;33609697;ulrike.mueller@jsd.de;http://www.johannesstift-diakonie.de/teilhabe-paedagogik/august-hermann-francke-schule/
05P05;Berufsschule des Rotkreuz-Instituts;14089;Krampnitzer Weg 83-87;36502192;3656856;behrendt.k@bbw-rki-berlin.de;http://www.DRK-Berlin.de
05P06;Werner-von-Siemens-Werkberufsschule der Siemens AG;13629;Nonnendammallee 104;1728322106;;berlin.spe@siemens.com;http://www.ausbildung.siemens.com
05P10;Soziale Fachschulen Johannesstift Diakonie gGmbH;13587;Sch__lder Allee 26 /Haus46;33609402;33609376;soziale.fachschulen@jsd.de;http://www.fachschulen-johannesstift.de
05P13;Wilhelmstadt Schulen;13593;Wilhelmstr. 28-30;36289213;36289214;a.reising@wilhelmstadtschulen.de;http://www.wilhelmstadtschulen.de
05P15;Immanuel-Grundschule;13589;Stadtrandstr. 465;4431237230;4431237239;Immanuel@Christburg-Campus.de;http://www.Immanuel-Grundschule.de
05P18;Freie Georgschule;13595;G__str. 140;77379300;77379309;verwaltung@freie-georgschule.de;http://www.freie-georgschule.de
05P19;SIS Swiss International School Berlin;13593;Heerstr. 463;36439820;;info.berlin@swissinternationalschool.de;http://www.swissinternationalschool.de
05S01;Schule am Grngrtel;13585;Askanierring 42;437287910;437287911;sekretariat@05G30.schule.berlin.de;http://schule-am-gruenguertel.de
05S03;Schule am Gartenfeld;13581;Seecktstr. 2;303987420;3039874225;schule_am_gartenfeld-berlin@t-online.de;http://www.schule-am-gartenfeld.de
05S04;Schule am Stadtrand;13589;Pionierstr. 197;3083246;30832470;sekretariat@05G25-05S04.schule.berlin.de;http://www.zwei-schulen.de
05Y01;Freiherr-vom-Stein-Gymnasium;13597;Galenstr. 40-44;3309653;33096547;freiherr-vom-stein-gymnasium@t-online.de;http://www.steingymnasium.de
05Y02;Kant-Gymnasium;13585;Bismarckstr. 54;3539480;35394810;info@kant-gym.de;http://www.Kant-gymnasium-berlin.de
05Y03;Hans-Carossa-Gymnasium;14089;Am Landschaftspark Gatow 40;36996511;36996519;Sekretariat@hans-carossa-gymnasium.de;http://www.hcg-berlin.de
05Y04;Carl-Friedrich-von-Siemens-Gymnasium;13629;Jungfernheideweg 79;34505680;345056833;mail@cfvsiemens.de;http://www.cfvsiemens.de
05Y05;Lily-Braun-Gymnasium;13597;Mnsingerstr. 2;3389040;338904144;e-post@lily-braun-gymnasium.de;http://www.lily-braun-gymnasium.de
06A05;VHS Steglitz-Zehlendorf - Victor-Gollancz;12207;Goethestr. 9-11;902992208;902992599;zbw-sekretariat@t-online.de;http://www.zbw-berlin.de
06B01;Peter-Lenn魓chule (OSZ Natur und Umwelt);14163;Hartmannsweilerweg 29;81490112;81490180;info@peter-lenne-schule.de;http://www.peter-lenne-schule.de
06B02;Louise-Schroeder-Schule (OSZ Browirtschaft und Verwaltung);12207;Lippst䤴er Str. 9-11;90172501;90172509;info@oszbueroverw.de;http://www.osz-louise-schroeder.de
06B03;OSZ Browirtschaft 1;12207;Ostpreuߥndamm 40;76890010;76890036;schulleitung@oszbw1.de;http://osz-buerowirtschaft.de
06B04;Wilhelm-Ostwald-Schule (OSZ Gestaltung);12169;Immenweg 6;90166700;90166706;verwaltung@wilhelm-ostwald-schule.de;http://www.wilhelm-ostwald-schule.de
06G01;Nord-Grundschule;14163;Potsdamer Str. 7;902995468;902996151;sekretariat@nord-grund.schule.berlin.de;http://www.nordgrundschule.de
06G02;Sd-Grundschule;14165;Claszeile 56;84509638;8152630;info@sued-grundschule.de;http://www.sd-grundschule-berlin.de
06G03;Johannes-Tews-Grundschule;14129;Wasgenstr. 50;8032072;80491348;schulleitung@jtg-berlin.de;http://www.johannes-tews-grundschule.de
06G04;Erich-K䳴ner-Grundschule;14195;Bachstelzenweg 2-8;84414860;84414865;sekretariat@eks.schule.berlin.de;http://www.erich-kaestner-grundschule-berlin.de
06G05;Conrad-Schule (Grundschule);14109;Schulstr. 4;902996926;902996976;info@conrad-schule.de;http://www.conrad-schule.de
06G06;Mhlenau-Grundschule;14195;Molsheimer Str. 7;8325099;8329622;sekretariat@muehlenau.de;http://www.muehlenau.de
06G07;Zinnowwald-Grundschule;14163;Wilskistr. 78;902995586;902996152;Sekretariat@zinnowwald.schule.berlin.de;
06G08;Schweizerhof-Grundschule;14167;Leo-Baeck-Str. 28-30;902995475;902996154;06G08@06G08.schule.berlin.de;http://www.schweizerhof-grundschule.de
06G09;Dreilinden-Grundschule;14109;Dreilindenstr. 65;8038009;8039224;sekretariat@dreilinden-grundschule.de;http://www.dreilinden-grundschule.de
06G10;Grundschule am Buschgraben;14165;Ludwigsfelder Str. 43-47;8025018;8021653;sekretariat@gab.schule.berlin.de;http://www.grundschuleambuschgraben.de
06G12;Quentin-Blake-Grundschule;14195;Httenweg 40;902998031;902998025;schulleitung@quentin-blake.schule.berlin.de;http://www.quentin-blake-europe-school.de
06G14;Sachsenwald-Grundschule;12157;Sachsenwaldstr. 20-21;79742910;79742919;sekretariat@sachsenwald.schule.berlin.de;http://www.sachsenwald-grundschule.de
06G15;Dunant-Grundschule;12163;Gritznerstr. 19-23;79742160;79742170;sekr@dunant-grundschule.de;http://www.dunant-grundschule.de
06G16;Rothenburg-Grundschule;12165;Rothenburgstr. 16/17;902992314;902992367;schulleitung@rothenburg.schule.berlin.de;http://www.rothenburg-grundschule.de
06G17;Grundschule am Insulaner;12169;Hanstedter Weg 11-15;79742860;797428638;sekretariat@06g17.schule.berlin.de;http://www.grundschuleaminsulaner.de
06G18;Athene-Grundschule;12205;Curtiusstr. 37;81009710;81009739;sekretariat@athene.schule.berlin.de;http://www.athene-grundschule.de
06G20;Alt-Lankwitzer Grundschule;12247;Schulstr. 17-21;7668790;76687918;buero@a-l-gs.schule.berlin.de;http://www.alt-lankwitzer-grundschule.de
06G21;Paul-Schneider-Grundschule;12249;Seydlitzstr. 30-34;93951511;93953413;sekretariat@06g21.schule.berlin.de;http://www.paul-schneider-grundschule.de
06G22;Giesensdorfer Grundschule;12207;Ostpreuߥndamm 63;71097530;71097532;sekretariat@giesensdorfer.schule.berlin.de;http://www.giesensdorfer-grundschule.de
06G23;Kronach-Grundschule;12203;Moltkestr. 24-26;84416760;84416771;schulleitung@kronach.schule.berlin.de;http://www.kronach-grundschule.de
06G24;Grundschule unter den Kastanien;12209;Kastanienstr. 6 -8;93951940;93951941;info@kastanie.schule.berlin.de;http://www.grundschule-unter-den-kastanien.de
06G25;Clemens-Brentano-Grundschule;12205;Kommandantenstr. 83-84;84416460;84416470;schulleitung@c-brentano-grundschule.de;http://www.c-brentano-grundschule.de
06G26;K䴨e-Kruse-Grundschule;12203;Tietzenweg 108;84416950;84416958;Kaethe-Kruse-Grundschule@t-online.de;
06G27;Grundschule am K__sgraben;12249;Gallwitzallee 136-144;77206590;77206599;sekretariat@grundschule-am-koenigsgraben.de;http://www.grundschule-am-koenigsgraben.de
06G28;Ludwig-Bechstein-Grundschule;12249;Halbauer Weg 25;7668780;76687818;06G28@06G28.schule.berlin.de;http://www.ludwig-bechstein-grundschule.net
06G29;Grundschule am Karpfenteich;12209;Hildburghauser Str. 135;72006990;72006999;info@karpfenteich.schule.berlin.de;http://www.grundschule-am-karpfenteich.de
06G30;Mercator-Grundschule;12207;Mercatorweg 8-10;7551086;75510878;schule@mercator-gs.de;http://www.mercator-gs.de
06G31;Grundschule an der B䫥;12203;Haydnstr. 15;84416430;84416459;info@baeke.net;http://www.baeke.net
06G32;Grundschule am Stadtpark Steglitz;12167;Karl-Stieler-Str. 10-11;93951947;93951946;sekretariat@06G32.schule.berlin.de;http://www.grundschule-am-stadtpark-steglitz.de
06G33;Friedrich-Drake-Grundschule;12205;Drakestr. 80;844159541;844159534;buero@f-d-gs.de;http://www.friedrich-drake-grundschule.de
06G34;34. Schule (Grundschule);12169;Plantagenstr. 8-9;79744241;79744235;06G34@06G34.schule.berlin.de;http://www.plantage34.de
06K01;John-F.-Kennedy-Schule;14167;Teltower Damm 87-93;902995710;902995711;"highschool@jfksberlin.org; elementaryschool@jfksberlin.org";http://www.jfks.de
06K02;Wilma-Rudolph-Schule (Integrierte Sekundarschule);14169;Am Hegewinkel 2 A;902996464;902996766;buero@wilma-rudolph.de;http://www.wilma-rudolph.de
06K03;Kopernikus-Schule (Integrierte Sekundarschule);12163;Lepsiusstr. 24-28;79744260;79744289;buero@kos-mail.de;http://www.kopernikus-oberschule.de
06K04;Br__y-Schule (Integrierte Sekundarschule);12249;Dessauerstr. 63;902992010;902992393;post@broendby.de;http://www.broendby.de
06K08;Max-von-Laue-Schule;12203;Drerstr. 27;84414920;84414928;Sekretariat@mvl.schule.berlin.de;http://www.max-von-laue-oberschule.de
06K09;Gail-S.-Halvorsen-Integrierte Sekundarschule;14195;Im Gehege 6;84108184;8314055;sekretariat@halvorsen-schule.de;http://www.halvorsen-schule.de
06K10;Helene-Lange-Schule (Integrierte Sekundarschule);12169;Lauenburger Str. 110/114;902992345;902992385;06K10@06K10.schule.berlin.de;http://www.helene-lange-schule-steglitz.de
06K11;Anna-Essinger-Gemeinschaftsschule;12203;Tietzenweg 101;84416940;84416949;sekretariat-os@aegs.de;http://aegs.de
06P01;Katholische Schule Sankt Ursula (Grundschule);14169;Kleinaustr. 4;8113555;81295021;sekretariat@kssu.schulerzbistum.de;http://www.st-ursula-gs.de
06P02;Johanna-Gerdes-Grundschule;14163;Salzachstr. 4;8015385;8016999;sec@jgg-berlin.de;http://www.johanna-gerdes-grundschule.de
06P04;Rudolf-Steiner-Schule Berlin;14195;Auf dem Grat 3;8300910;83009155;info@dahlem.waldorf.net;http://dahlem.waldorf.net
06P05;Emil-Molt-Schule;14165;Claszeile 60;8457060;84570612;info@emil-molt-schule.de;http://www.emil-molt-schule.de
06P06;K__in-Luise-Stiftung;14195;Podbielskiallee 78;841813;84181480;info@kls-berlin.de;http://www.koenigin-luise-stiftung.de
06P07;Parzival-Schule;14163;Quermatenweg 6;8181970;81819710;info@parzival-schule-berlin.de;http://www.parzival-schule-berlin.de
06P08;Sancta-Maria-Schule der Hedwigschwestern;14109;Dreilindenstr. 24-26;80303261;80303265;kontakt@sancta-maria-schule.de;http://www.sancta-maria-schule.de
06P09;Caroline-von-Heydebrand-Schule;14129;Klopstockstr. 36-42;8016003;8014368;heydebrand@waldorf.net;http://www.heydebrand.waldorf.net
06P10;Private Kant-Schule (Grundschule);12165;Grunewaldstr. 44;820070900;820070909;info@kant-grundschule.de;http://www.private-kant-schulen.de
06P11;Private Kant-Schule;12169;K__rstr. 11;79000360;79000369;info@kant-oberschule.de;http://www.kant-oberschule.de
06P12;Evangelische Schule Steglitz (Integrierte Sekundarschule);12167;Beymestr. 6-7;7916001;7916021;info@ev-schule-steglitz.de;http://www.ev-schule-steglitz.de
06P13;Gemeinschaftsschule nach der P䤡gogik Berthold Ottos;12203;Holbeinstr. 21;8335090;84314394;sekretariat@berthold-otto-schule.de;http://www.berthold-otto-schule.de
06P15;Oberlin-Seminar;12203;Tietzenweg 130;79701440;79701441;buero@oberlin-seminar.de;http://www.oberlin-seminar.de
06P18;Bilinguale Schule Phorms Berlin Sd;14167;Harry-S.-Truman-Allee 3;91684990;91684999;berlin-sued@phorms.de;http://www.berlin-sued.phorms.de
06P20;Freie Schule Anne-Sophie Berlin;14169;Clayallee 328-334;8471463910;8471463926;info.berlin@freie-schule-anne-sophie.de;http://www.freie-schule-anne-sophie.de
06P21;Internationale Montessorischule Berlin (Grundschule);14109;Zum Heckeshorn 38;80482270;80482271;jtyson@montessori-friends.de;http://www.montessori-am-wannsee.de
06P24;Evangelische Grundschule Zehlendorf;14165;Pfarrlandstr. 26;200094180;200094184;buero@ev-schule-zehlendorf.de;http://www.ev-schule-zehlendorf.de
06S01;Pestalozzi-Schule;14163;Hartmannsweilerweg 47;902995760;902996167;epost@pestalozzi-schule-berlin.de;http://www.pestalozzi-schule-berlin.de
06S02;Biesalski-Schule;14195;Httenweg 40;902996474;902998020;buero@biesalski-schule.de;http://www.biesalski-schule.de
06S03;Peter-Frankenfeld-Schule;12247;Wedellstr. 26;77206560;77206589;sekretariat@frankenfeld.schule.berlin.de;http://www.peter-frankenfeld-schule.de
06S05;J.-A.-Zeune-Schule fr Blinde und Berufsfachschule Dr. Silex;12165;Rothenburgstr. 14;902992390;902992013;sekretariat@zeune-schule.de;http://www.zeune-schule.de
06Y01;Schadow-Gymnasium;14163;Beuckestr. 27-29;902995463;902996158;sekretariat@schadow-gymnasium-berlin.de;http://www.schadow-gymnasium.de
06Y02;Droste-Hlshoff-Gymnasium;14165;Sch__er Str. 8;84508466;84508468;sekretariat@droste-berlin.de;http://www.droste-berlin.de
06Y03;Arndt-Gymnasium Dahlem;14195;K__in-Luise-Str. 80-84;8315052;8311002;sekretariat@arndt-gymnasium.de;http://www.arndt-gymnasium.de
06Y04;Dreilinden-Gymnasium;14109;Dreilindenstr. 49;8031087;80404350;sekretariat@dreilinden-gymnasium.de;http://www.dreilinden-gymnasium.de
06Y05;Werner-von-Siemens-Gymnasium;14129;Beskidenstr. 3;8039066;80404585;leitung@siemens-gymnasium-berlin.de;http://www.siemens-gymnasium-berlin.de
06Y06;Beethoven-Gymnasium;12249;Barbarastr. 9;76890530;76890541;Leitung@beethoven-gymnasium.eu;http://www.beethoven-gymnasium.eu
06Y07;Paulsen-Gymnasium;12163;Gritznerstr. 57;79742530;79742540;paulsengymnasium@pg-berlin.de;http://www.paulsen-gymnasium.de
06Y08;Hermann-Ehlers-Gymnasium;12169;Elisenstr. 3-4;902992353;902992363;sekretariat@hermann-ehlers-schule.de;http://www.hermann-ehlers-schule.de
06Y09;Fichtenberg-Oberschule;12165;Rothenburgstr. 18;90299 2354;90299 2304;info@fichtenberg-oberschule.net;http://fichtenberg-oberschule.net
06Y10;Lilienthal-Gymnasium;12203;Ringstr. 2-3;84415360;84415370;sekretariat@lilienthal-gymnasium-berlin.de;http://www.lilienthal-gymnasium-berlin.de
06Y11;Goethe-Gymnasium Lichterfelde;12205;Drakestr. 72-74;84416730;84416731;sekretariat@goethe-lichterfelde.schule.berlin.de;http://www.goethe-gymnasium-lichterfelde.de
06Y12;Willi-Graf-Gymnasium;12207;Ostpreuߥndamm 166;7729004;772057999;sekretariat@willi-graf-os.de;http://www.willi-graf-gymnasium.de
06Y13;Gymnasium Steglitz;12169;Heesestr. 15;93951937;93951939;sekretariat@gymnasiumsteglitz.de;http://www.gymnasiumsteglitz.de
07A05;Kolleg Sch__erg;10787;Nrnberger Str. 63;902774391;902776926;Sekretariat@KollegSchoeneberg.de;http://www.KollegSchoeneberg.de
07A06;VHS Tempelhof-Sch__erg;10829;Ella-Barowsky-Str 62;902774321;902776846;zbw-vhs.t-s@web.de;http://www.vhs-tempelhof-schoeneberg.de
07B02;Marie-Elisabeth-Lders-Oberschule;10783;Steinmetzstr. 79;26391660;26391672;sekretariat@melo-berlin.de;http://www.melo-berlin.de
07B03;OSZ Lotis (Logistik, Touristik und Steuern);10965;Dudenstr. 35-37;78604511;78604515;sekretariat@osz-lotis.de;http://www.osz-lotis.de
07G01;Spreewald-Grundschule;10781;Pallasstr. 15;902777151;902774366;sekretariat@spreewald.schule.berlin.de;http://www.spreewald-grundschule.de
07G02;Finow-Grundschule;10777;Welserstr. 16-22;902777175;902776875;sekretariat@finow.schule.berlin.de;http://www.finow-gs.de
07G03;Werbellinsee-Grundschule;10781;Luitpoldstr. 38;902777153;902774796;sekretariat@werbellinsee.schule.berlin.de;http://www.Werbellinsee-Grundschule.de
07G05;Havelland-Grundschule;10829;Kolonnenstr. 30 - 30a;902777155;902777060;sekretariat@havelland.schule.berlin.de;http://www.havelland-grundschule.de
07G06;Sternberg-Grundschule;10825;Mettestr. 8;902777156;902776638;Schulleitung@sternberg.schule.berlin.de;http://www.sternberg-grundschulen.de
07G07;Lindenhof-Grundschule;12105;Reglinstr. 29;902777157;902774584;sekretariat@lindenhof.schule.berlin.de;http://www.lindenhof-grundschule.de
07G10;Teltow-Grundschule;10827;Feurigstr. 57;902777160;902776420;sekretariat@teltow.schule.berlin.de;http://www.teltow-grundschule.de
07G12;Scharmtzelsee-Grundschule;10779;Hohenstaufenstr. 49;902777162;902774364;sekretariat@scharmuetzelsee.schule.berlin.de;http://www.scharmuetzelseegrundschule.de
07G13;Neumark-Grundschule;10783;Steinmetzstr. 46-50;902777163;902774570;sekretariat@neumark.schule.berlin.de;http://www.neumark-grundschule.de
07G14;L__itz-Grundschule;10779;Berchtesgadener Str. 10-11;902777164;902774315;sekretariat@loecknitz.schule.berlin.de;http://www.loecknitz-grundschule.de
07G15;Fl䭩ng-Grundschule;12161;Illstr. 4-6;902777061;902774336;flaeming@schulen-tempelhof-schoeneberg.de;http://www.flaeming-grundschule.de
07G16;Ruppin-Grundschule;14197;Offenbacher Str. 5A;902777907;902776906;ruppingrundschule@web.de;http://www.ruppin-grundschule.de
07G17;Stechlinsee-Grundschule;12161;Rheingaustr. 7;902777908;902774569;Stechlinsee-Grundschule.Cids@t-online.de;http://www.stechlinsee-grundschule.de
07G18;Grundschule am Barbarossaplatz;10781;Barbarossaplatz 5;902777109;902777947;07G18@07G18.schule.berlin.de;http://www.grundschuleambarbarossaplatz.de
07G19;Paul-Simmel-Grundschule;12099;Felixstr. 26-58;902772660;902772680;sekretariat@paulsimmel.schule.berlin.de;http://www.paul-simmel-grundschule.de
07G20;Maria-Montessori-Grundschule;12103;Friedrich-Wilhelm-Str. 72-74;902772661;902772226;sekretariat@mmg.schule.berlin.de;http://www.mmg-online.de
07G21;Grundschule auf dem Tempelhofer Feld;12101;Schulenburgring 7-11;902772664;902772602;sekretariat@tempelhoferfeld.schule.berlin.de;http://gs-tempelhoferfeld.de
07G22;Paul-Klee-Grundschule;12105;Konradinstr. 15-17;902772662;902772698;Sekretariat@07G22.schule.berlin.de;http://www.paul-klee-schule.de
07G23;Sch䴺elberg-Grundschule;12109;Wolfsburger Weg 13-19;902777462;902772726;07G23@07G23.schule.berlin.de;http://www.schaetzelberg-grundschule.de
07G24;Tempelherren-Grundschule;12101;Boelckestr. 58-60;902772665;902772616;sekretariat@tempelherren.schule.de;http://www.tempelherren-grundschule.de
07G25;Mascha-Kal髯-Grundschule;12105;K__str. 32;902777461;902777506;sekretariat@mascha-kaleko-grundschule.de;http://www.mascha-kaleko-grundschule.de
07G26;Grundschule im Taunusviertel;12309;Wiesbadener Str. 20;902778151;902778152;sekretariat@taunusviertel.schule.berlin.de;http://www.grundschule-im-taunusviertel.de
07G27;Rudolf-Hildebrand-Grundschule;12107;Friedenstr. 23-25;902777456;902777457;sekretariat@rhg.schule.berlin.de;http://rhg.schule/
07G28;Kiepert-Grundschule;12277;Prechtlstr. 21-23;902774097;902774101;schulleitung@kiepert.schule.berlin.de;http://www.kiepertgrundschule.de
07G29;K䴨e-Kollwitz-Grundschule;12307;Mellener Str. 38-42;902778241;902778242;sekretariat@kollwitz-gs.schule.berlin.de;http://www.kkgsberlin.online
07G30;Annedore-Leber-Grundschule;12305;Halker Zeile 137-149;902778243;902778223;Schulleitung@algs.schule.berlin.de;http://www.algs.de
07G31;Carl-Sonnenschein-Grundschule;12109;Am Hellespont 4-6;902772670;902772760;07G31@07G31.schule.berlin.de;http://www.carl-sonnenschein-gs.de
07G32;Bruno-H.-Brgel-Grundschule;12305;Rackebller Weg 70;902778250;902778251;sekretariat@bhb.schule.berlin.de;http://www.bruno-h-buergel-grundschule.de
07G34;Marienfelder Schule (Grundschule);12279;Erbendorfer Weg 13;902774104;902774105;sekretariat@marienfelder.schulen-ts.de;http://www.marienfelder-gs.de
07G35;Nahariya-Grundschule;12309;Nahariyastr. 13-17;902778256;902778257;sekretariat@nahariya.schule.berlin.de;http://www.nahariyaschule.de
07G36;Grundschule am Dielingsgrund;12305;Dielingsgrund 35;902778222;902778252;sekretariat@dielingsgrund.schulen-ts.de;http://www.dielingsgrund.com
07G37;Ikarus-Grundschule;12107;K__ngstr. 45;902777459;902777463;07G37@07G37.schule.berlin.de;http://www.ikarus-grundschule.de
07G40;40. Schule (Grundschule) (Neugrndung zum 01.08.2022);10829;Ella-Barowsky-Str. 62-63;;;;
07K01;Sophie-Scholl-Schule;10781;Elߨolzstr. 34-37;902777171;902774465;kontakt@sophie-scholl-schule.eu;http://sophie-scholl-schule.eu
07K02;Carl-Zeiss-Schule;12305;Barnetstr. 12-14;902778206;902778209;sekretariat@carl-zeiss-oberschule.de;http://www.carl-zeiss-oberschule.de
07K03;Gustav-Heinemann-Oberschule;12279;Waldsassener Str. 62;902774132;902774133;Sekretariat@ghoberlin.de;http://gho.berlin
07K04;Theodor-Haubach-Schule;12305;Grimmstr. 9-11;902778245;902778239;sekretariat@ths-berlin.de;http://www.ths-berlin.de
07K05;Solling-Schule;12277;Alt-Marienfelde 52;902777453;902777455;sekretariat@solling-schule.de;http://www.solling-schule.de
07K06;Georg-von-Giesche-Schule;10779;Hohenstaufenstr. 47-48;902777169;902778956;kontakt@georg-von-giesche-schule.de;http://www.georg-von-giesche-schule.de
07K07;Johanna-Eck-Schule (Integrierte Sekundarschule);12105;Ringstr. 103-106;902772676;902772681;sekretariat@johanna-eck-schule.de;http://www.johanna-eck-schule.de
07K09;Gustav-Langenscheidt-Schule;10823;Belziger Str. 43-51;902777165;902774340;schulleitung@langenscheidt.schule.berlin.de;http://www.gustav-langenscheidt-schule.de
07K10;Friedrich-Bergius-Schule;12159;Perelsplatz 6-9;902777910;902777839;Sekretariat@fbs-schule.de;http://www.Friedrich-Bergius-Schule.de
07K11;Hugo-Gaudig-Schule;12101;Boelckestr. 58-60;902772666;902772239;07K11@07K11.schule.berlin.de;http://www.hugo-gaudig-schule.de
07K12;Friedenauer Gemeinschaftsschule;12157;Rubensstr. 63;902777904;902774339;07K12@07K12.schule.berlin.de;http://www.friedenauer-gemeinschaftsschule.de
07K13;Schule am Berlinickeplatz (Integrierte Sekundarschule);12103;Alt-Tempelhof 53-57;902772641;902772644;kontakt@schule-am-berlinickeplatz.de;http://www.schule-am-berlinickeplatz.de
07P01;Katholische Schule Sankt Franziskus (Integrierte Sekundarschule);10781;Hohenstaufenstr. 1-2;91429480;914294829;sekretariat@kssf.schulerzbistum.de;http://www.kssf-berlin.de
07P02;Pestalozzi-Fr__-Haus;10781;Karl-Schrader-Str. 7-8;21730242;21730188;schulleitung@pfh-berlin.de;http://www.pfh-berlin.de
07P03;Lette-Verein Stiftung des __ntlichen Rechts;10777;Viktoria-Luise-Platz 6;21994111;21994241;sekretariat@lette-verein.de;http://www.letteverein.berlin
07P04;Katholische Schule Sankt Alfons (Grundschule);12249;Tennstedter Str. 1;7111075;71581539;sekretariat@kssa.schulerzbistum.de;http://www.kssa.de
07P05;Freie Schule in Berlin (Grundschule);12105;Viktoriastr. 13;7520771;;freieSchuleinBerlin@t-online.de;http://www.freie-schule-in-berlin.de
07P06;Katholische Schule Sankt Hildegard;12277;Malteserstr. 171 A;75512170;755121720;sekretariat@kssh.schulerzbistum.de;http://www.kssh-berlin.de
07P10;Campus Berufsbildung e.V.;10829;Geneststr. 5;7551210032;755121001;g.luebbers@campus-bb.de;http://www.campus-berlin.de
07P11;Privates Europa-Gymnasium Berlin;10827;Hauptstr. 27;74073717;;info@europa-gymnasium.eu;http://www.europa-gymnasium.eu
